,FIELDID,Latitude,Longitude,Date and Time,Common Name,Quantity,Year,Month,Day,Category,Species per Year
290,Min5,42.510799,-83.378381,2012-05-15,Common Shiner,8,2012,5,15,Insectivores,12
291,Min5,42.510799,-83.378381,2012-05-15,Common Shiner,8,2012,5,15,Lithophilic,12
292,Min3,42.500565,-83.37127,2012-05-17,Common Shiner,17,2012,5,17,Insectivores,9
293,Min3,42.500565,-83.37127,2012-05-17,Common Shiner,17,2012,5,17,Lithophilic,9
294,See2,42.48927,-83.40099,2012-05-22,Common Shiner,5,2012,5,22,Insectivores,10
295,See2,42.48927,-83.40099,2012-05-22,Common Shiner,5,2012,5,22,Lithophilic,10
296,LR-12,42.282317,-83.466103,2013-05-31,Common Shiner,8,2013,5,31,Insectivores,18
297,LR-12,42.282317,-83.466103,2013-05-31,Common Shiner,8,2013,5,31,Lithophilic,18
298,LR-10,42.298506,-83.305839,2014-06-27,Common Shiner,2,2014,6,27,Insectivores,11
299,LR-10,42.298506,-83.305839,2014-06-27,Common Shiner,2,2014,6,27,Lithophilic,11
300,LR-12,42.282317,-83.466103,2014-08-09,Common Shiner,5,2014,8,9,Insectivores,13
301,LR-12,42.282317,-83.466103,2014-08-09,Common Shiner,5,2014,8,9,Lithophilic,13
302,MR-13,42.34432,-83.26865,2014-09-26,Common Shiner,11,2014,9,26,Insectivores,6
303,MR-13,42.34432,-83.26865,2014-09-26,Common Shiner,11,2014,9,26,Lithophilic,6
304,Low5,42.282389,-83.437141,2016-05-19,Common Shiner,1,2016,5,19,Insectivores,13
305,Low5,42.282389,-83.437141,2016-05-19,Common Shiner,1,2016,5,19,Lithophilic,13
306,Low4,42.2866039,-83.4756605,2016-05-21,Common Shiner,2,2016,5,21,Insectivores,13
307,Low4,42.2866039,-83.4756605,2016-05-21,Common Shiner,2,2016,5,21,Lithophilic,13
308,Low11,42.2972147,-83.5254371,2016-08-22,Common Shiner,3,2016,8,22,Insectivores,13
309,Low11,42.2972147,-83.5254371,2016-08-22,Common Shiner,3,2016,8,22,Lithophilic,13
310,Peb2,42.51521,-83.34402,2016-10-04,Common Shiner,1,2016,10,4,Insectivores,8
311,Peb2,42.51521,-83.34402,2016-10-04,Common Shiner,1,2016,10,4,Lithophilic,8
312,Fowl2,42.28226,-83.50515,2013-05-10,Common Shiner,3,2013,5,10,Insectivores,8
313,Fowl2,42.28226,-83.50515,2013-05-10,Common Shiner,3,2013,5,10,Lithophilic,8
314,LR-2,42.281962,-83.503009,2013-05-10,Common Shiner,6,2013,5,10,Insectivores,14
315,LR-2,42.281962,-83.503009,2013-05-10,Common Shiner,6,2013,5,10,Lithophilic,14
316,LR-5,42.300561,-83.4374797,2013-05-18,Common Shiner,14,2013,5,18,Insectivores,16
317,LR-5,42.300561,-83.4374797,2013-05-18,Common Shiner,14,2013,5,18,Lithophilic,16
318,LR-11,42.309888,-83.24854,2013-06-21,Common Shiner,1,2013,6,21,Insectivores,10
319,LR-11,42.309888,-83.24854,2013-06-21,Common Shiner,1,2013,6,21,Lithophilic,10
320,Low4,42.2866039,-83.4756605,2013-08-09,Common Shiner,5,2013,8,9,Insectivores,10
321,Low4,42.2866039,-83.4756605,2013-08-09,Common Shiner,5,2013,8,9,Lithophilic,10
322,LR-6,42.285,-83.383888,2013-09-06,Common Shiner,33,2013,9,6,Insectivores,14
323,LR-6,42.285,-83.383888,2013-09-06,Common Shiner,33,2013,9,6,Lithophilic,14
324,Low2,42.30724,-83.53793,2014-05-02,Common Shiner,3,2014,5,2,Insectivores,13
325,Low2,42.30724,-83.53793,2014-05-02,Common Shiner,3,2014,5,2,Lithophilic,13
326,Low6,42.282611,-83.407008,2014-08-02,Common Shiner,6,2014,8,2,Insectivores,9
327,Low6,42.282611,-83.407008,2014-08-02,Common Shiner,6,2014,8,2,Lithophilic,9
328,Low7,42.283278,-83.397352,2014-08-02,Common Shiner,8,2014,8,2,Insectivores,9
329,Low7,42.283278,-83.397352,2014-08-02,Common Shiner,8,2014,8,2,Lithophilic,9
330,Fowl2,42.28226,-83.50515,2014-08-22,Common Shiner,1,2014,8,22,Insectivores,13
331,Fowl2,42.28226,-83.50515,2014-08-22,Common Shiner,1,2014,8,22,Lithophilic,13
332,Fel4,42.31346,-83.46471,2014-09-19,Common Shiner,55,2014,9,19,Insectivores,9
333,Fel4,42.31346,-83.46471,2014-09-19,Common Shiner,55,2014,9,19,Lithophilic,9
334,Low7,42.283278,-83.397352,2015-05-07,Common Shiner,15,2015,5,7,Insectivores,14
335,Low7,42.283278,-83.397352,2015-05-07,Common Shiner,15,2015,5,7,Lithophilic,14
336,Low10,42.286124,-83.48359,2015-06-10,Common Shiner,2,2015,6,10,Insectivores,13
337,Low10,42.286124,-83.48359,2015-06-10,Common Shiner,2,2015,6,10,Lithophilic,13
338,Low6,42.282611,-83.407008,2015-08-25,Common Shiner,1,2015,8,25,Insectivores,18
339,Low6,42.282611,-83.407008,2015-08-25,Common Shiner,1,2015,8,25,Lithophilic,18
340,Ton3,42.334626,-83.418158,2015-08-28,Common Shiner,1,2015,8,28,Insectivores,10
341,Ton3,42.334626,-83.418158,2015-08-28,Common Shiner,1,2015,8,28,Lithophilic,10
342,Low9,42.283461,-83.505311,2015-08-29,Common Shiner,1,2015,8,29,Insectivores,9
343,Low9,42.283461,-83.505311,2015-08-29,Common Shiner,1,2015,8,29,Lithophilic,9
344,Will1,42.33002,-83.46422,2015-10-16,Common Shiner,5,2015,10,16,Insectivores,6
345,Will1,42.33002,-83.46422,2015-10-16,Common Shiner,5,2015,10,16,Lithophilic,6
346,MR-12,42.33975,-83.34093,2016-06-24,Common Shiner,4,2016,6,24,Insectivores,8
347,MR-12,42.33975,-83.34093,2016-06-24,Common Shiner,4,2016,6,24,Lithophilic,8
348,LR-12,42.282317,-83.466103,2016-08-13,Common Shiner,2,2016,8,13,Insectivores,17
349,LR-12,42.282317,-83.466103,2016-08-13,Common Shiner,2,2016,8,13,Lithophilic,17
350,Low7,42.283278,-83.397352,2016-08-27,Common Shiner,11,2016,8,27,Insectivores,13
351,Low7,42.283278,-83.397352,2016-08-27,Common Shiner,11,2016,8,27,Lithophilic,13
352,Bell1,42.42924,-83.39666,2016-09-16,Common Shiner,3,2016,9,16,Insectivores,10
353,Bell1,42.42924,-83.39666,2016-09-16,Common Shiner,3,2016,9,16,Lithophilic,10
354,Low8,42.285374,-83.388726,2014-08-23,Common Shiner,4,2014,8,23,Insectivores,13
355,Low8,42.285374,-83.388726,2014-08-23,Common Shiner,4,2014,8,23,Lithophilic,13
356,John6,42.42546,-83.48138,2012-05-31,Common Shiner,1,2012,5,31,Insectivores,12
357,John6,42.42546,-83.48138,2012-05-31,Common Shiner,1,2012,5,31,Lithophilic,12
358,LR-1,42.280425,-83.42027,2013-05-31,Common Shiner,4,2013,5,31,Insectivores,11
359,LR-1,42.280425,-83.42027,2013-05-31,Common Shiner,4,2013,5,31,Lithophilic,11
360,LR-10,42.298506,-83.305839,2013-06-07,Common Shiner,16,2013,6,7,Insectivores,6
361,LR-10,42.298506,-83.305839,2013-06-07,Common Shiner,16,2013,6,7,Lithophilic,6
362,LR-6,42.285,-83.383888,2013-06-07,Common Shiner,2,2013,6,7,Insectivores,14
363,LR-6,42.285,-83.383888,2013-06-07,Common Shiner,2,2013,6,7,Lithophilic,14
364,Main10,42.312949,-83.232347,2013-06-21,Common Shiner,10,2013,6,21,Insectivores,19
365,Main10,42.312949,-83.232347,2013-06-21,Common Shiner,10,2013,6,21,Lithophilic,19
366,Fel6,42.328188,-83.532192,2013-06-22,Common Shiner,2,2013,6,22,Insectivores,12
367,Fel6,42.328188,-83.532192,2013-06-22,Common Shiner,2,2013,6,22,Lithophilic,12
368,Low8,42.285374,-83.388726,2013-08-02,Common Shiner,5,2013,8,2,Insectivores,11
369,Low8,42.285374,-83.388726,2013-08-02,Common Shiner,5,2013,8,2,Lithophilic,11
370,Low6,42.282611,-83.407008,2013-08-03,Common Shiner,5,2013,8,3,Insectivores,10
371,Low6,42.282611,-83.407008,2013-08-03,Common Shiner,5,2013,8,3,Lithophilic,10
372,LR-1,42.280425,-83.42027,2013-08-03,Common Shiner,21,2013,8,3,Insectivores,11
373,LR-1,42.280425,-83.42027,2013-08-03,Common Shiner,21,2013,8,3,Lithophilic,11
374,Low5,42.282389,-83.437141,2013-08-10,Common Shiner,17,2013,8,10,Insectivores,9
375,Low5,42.282389,-83.437141,2013-08-10,Common Shiner,17,2013,8,10,Lithophilic,9
376,LR-5,42.300561,-83.4374797,2013-08-10,Common Shiner,35,2013,8,10,Insectivores,16
377,LR-5,42.300561,-83.4374797,2013-08-10,Common Shiner,35,2013,8,10,Lithophilic,16
378,LR-2,42.281962,-83.503009,2013-09-06,Common Shiner,31,2013,9,6,Insectivores,14
379,LR-2,42.281962,-83.503009,2013-09-06,Common Shiner,31,2013,9,6,Lithophilic,14
380,LR-10,42.298506,-83.305839,2013-09-07,Common Shiner,17,2013,9,7,Insectivores,6
381,LR-10,42.298506,-83.305839,2013-09-07,Common Shiner,17,2013,9,7,Lithophilic,6
382,Main10,42.312949,-83.232347,2013-09-07,Common Shiner,1,2013,9,7,Insectivores,19
383,Main10,42.312949,-83.232347,2013-09-07,Common Shiner,1,2013,9,7,Lithophilic,19
384,Fel6,42.328188,-83.532192,2013-09-27,Common Shiner,6,2013,9,27,Insectivores,12
385,Fel6,42.328188,-83.532192,2013-09-27,Common Shiner,6,2013,9,27,Lithophilic,12
386,Fowl2,42.28226,-83.50515,2013-09-27,Common Shiner,5,2013,9,27,Insectivores,8
387,Fowl2,42.28226,-83.50515,2013-09-27,Common Shiner,5,2013,9,27,Lithophilic,8
388,LR-2,42.281962,-83.503009,2014-05-03,Common Shiner,2,2014,5,3,Insectivores,10
389,LR-2,42.281962,-83.503009,2014-05-03,Common Shiner,2,2014,5,3,Lithophilic,10
390,LR-5,42.300561,-83.4374797,2014-06-13,Common Shiner,5,2014,6,13,Insectivores,12
391,LR-5,42.300561,-83.4374797,2014-06-13,Common Shiner,5,2014,6,13,Lithophilic,12
392,LR-1,42.280425,-83.42027,2014-06-14,Common Shiner,6,2014,6,14,Insectivores,10
393,LR-1,42.280425,-83.42027,2014-06-14,Common Shiner,6,2014,6,14,Lithophilic,10
394,LR-6,42.285,-83.383888,2014-06-14,Common Shiner,2,2014,6,14,Insectivores,11
395,LR-6,42.285,-83.383888,2014-06-14,Common Shiner,2,2014,6,14,Lithophilic,11
396,LR-11A,42.3125679,-83.2415233,2014-06-27,Common Shiner,13,2014,6,27,Insectivores,17
397,LR-11A,42.3125679,-83.2415233,2014-06-27,Common Shiner,13,2014,6,27,Lithophilic,17
398,LR-6,42.285,-83.383888,2014-08-01,Common Shiner,8,2014,8,1,Insectivores,11
399,LR-6,42.285,-83.383888,2014-08-01,Common Shiner,8,2014,8,1,Lithophilic,11
400,Low5,42.282389,-83.437141,2014-08-08,Common Shiner,8,2014,8,8,Insectivores,9
401,Low5,42.282389,-83.437141,2014-08-08,Common Shiner,8,2014,8,8,Lithophilic,9
402,LR-2,42.281962,-83.503009,2014-08-22,Common Shiner,8,2014,8,22,Insectivores,10
403,LR-2,42.281962,-83.503009,2014-08-22,Common Shiner,8,2014,8,22,Lithophilic,10
404,LR-5,42.300561,-83.4374797,2014-08-22,Common Shiner,4,2014,8,22,Insectivores,12
405,LR-5,42.300561,-83.4374797,2014-08-22,Common Shiner,4,2014,8,22,Lithophilic,12
406,Fel6,42.328188,-83.532192,2014-09-19,Common Shiner,10,2014,9,19,Insectivores,11
407,Fel6,42.328188,-83.532192,2014-09-19,Common Shiner,10,2014,9,19,Lithophilic,11
408,LR-10,42.298506,-83.305839,2014-09-20,Common Shiner,7,2014,9,20,Insectivores,11
409,LR-10,42.298506,-83.305839,2014-09-20,Common Shiner,7,2014,9,20,Lithophilic,11
410,LR-11A,42.3125679,-83.2415233,2014-09-20,Common Shiner,3,2014,9,20,Insectivores,17
411,LR-11A,42.3125679,-83.2415233,2014-09-20,Common Shiner,3,2014,9,20,Lithophilic,17
412,LR-11A,42.3125679,-83.2415233,2015-05-01,Common Shiner,14,2015,5,1,Insectivores,17
413,LR-11A,42.3125679,-83.2415233,2015-05-01,Common Shiner,14,2015,5,1,Lithophilic,17
414,Low5,42.282389,-83.437141,2015-05-15,Common Shiner,1,2015,5,15,Insectivores,12
415,Low5,42.282389,-83.437141,2015-05-15,Common Shiner,1,2015,5,15,Lithophilic,12
416,LR-1,42.280425,-83.42027,2015-05-15,Common Shiner,3,2015,5,15,Insectivores,12
417,LR-1,42.280425,-83.42027,2015-05-15,Common Shiner,3,2015,5,15,Lithophilic,12
418,LR-5,42.300561,-83.4374797,2015-05-15,Common Shiner,4,2015,5,15,Insectivores,11
419,LR-5,42.300561,-83.4374797,2015-05-15,Common Shiner,4,2015,5,15,Lithophilic,11
420,Low8,42.285374,-83.388726,2015-05-16,Common Shiner,3,2015,5,16,Insectivores,10
421,Low8,42.285374,-83.388726,2015-05-16,Common Shiner,3,2015,5,16,Lithophilic,10
422,Low6,42.282611,-83.407008,2015-05-29,Common Shiner,1,2015,5,29,Insectivores,18
423,Low6,42.282611,-83.407008,2015-05-29,Common Shiner,1,2015,5,29,Lithophilic,18
424,MR-11,42.34516,-83.3629,2016-06-17,Common Shiner,2,2016,6,17,Insectivores,8
425,MR-11,42.34516,-83.3629,2016-06-17,Common Shiner,2,2016,6,17,Lithophilic,8
426,MR-13,42.34432,-83.26865,2015-07-10,Common Shiner,3,2015,7,10,Insectivores,8
427,MR-13,42.34432,-83.26865,2015-07-10,Common Shiner,3,2015,7,10,Lithophilic,8
428,MR-4,42.36445,-83.40406,2015-07-10,Common Shiner,1,2015,7,10,Insectivores,18
429,MR-4,42.36445,-83.40406,2015-07-10,Common Shiner,1,2015,7,10,Lithophilic,18
430,MR-16,42.3519,-83.375,2015-07-11,Common Shiner,1,2015,7,11,Insectivores,4
431,MR-16,42.3519,-83.375,2015-07-11,Common Shiner,1,2015,7,11,Lithophilic,4
432,MR-18,42.390248,-83.466365,2015-07-11,Common Shiner,3,2015,7,11,Insectivores,13
433,MR-18,42.390248,-83.466365,2015-07-11,Common Shiner,3,2015,7,11,Lithophilic,13
434,Low7,42.283278,-83.397352,2015-08-01,Common Shiner,3,2015,8,1,Insectivores,14
435,Low7,42.283278,-83.397352,2015-08-01,Common Shiner,3,2015,8,1,Lithophilic,14
436,LR-1,42.280425,-83.42027,2015-08-07,Common Shiner,9,2015,8,7,Insectivores,12
437,LR-1,42.280425,-83.42027,2015-08-07,Common Shiner,9,2015,8,7,Lithophilic,12
438,LR-5,42.300561,-83.4374797,2015-08-14,Common Shiner,1,2015,8,14,Insectivores,11
439,LR-5,42.300561,-83.4374797,2015-08-14,Common Shiner,1,2015,8,14,Lithophilic,11
440,Frank1,42.53024,-83.30585,2015-09-18,Common Shiner,1,2015,9,18,Insectivores,5
441,Frank1,42.53024,-83.30585,2015-09-18,Common Shiner,1,2015,9,18,Lithophilic,5
442,Frank2,42.529325,-83.325381,2015-09-18,Common Shiner,61,2015,9,18,Insectivores,7
443,Frank2,42.529325,-83.325381,2015-09-18,Common Shiner,61,2015,9,18,Lithophilic,7
444,LR-10,42.298506,-83.305839,2015-08-22,Common Shiner,7,2015,8,22,Insectivores,18
445,LR-10,42.298506,-83.305839,2015-08-22,Common Shiner,7,2015,8,22,Lithophilic,18
446,Fowl4,42.2755623,-83.553772,2015-08-29,Common Shiner,1,2015,8,29,Insectivores,8
447,Fowl4,42.2755623,-83.553772,2015-08-29,Common Shiner,1,2015,8,29,Lithophilic,8
448,LR-3,42.284848,-83.381855,2015-08-29,Common Shiner,5,2015,8,29,Insectivores,8
449,LR-3,42.284848,-83.381855,2015-08-29,Common Shiner,5,2015,8,29,Lithophilic,8
450,MR-8,42.34893,-83.31455,2015-10-16,Common Shiner,4,2015,10,16,Insectivores,9
451,MR-8,42.34893,-83.31455,2015-10-16,Common Shiner,4,2015,10,16,Lithophilic,9
452,MR-9,42.34732,-83.29135,2015-10-16,Common Shiner,1,2015,10,16,Insectivores,8
453,MR-9,42.34732,-83.29135,2015-10-16,Common Shiner,1,2015,10,16,Lithophilic,8
454,LR-1,42.280425,-83.42027,2016-05-20,Common Shiner,6,2016,5,20,Insectivores,12
455,LR-1,42.280425,-83.42027,2016-05-20,Common Shiner,6,2016,5,20,Lithophilic,12
456,Low10,42.286124,-83.48359,2016-05-21,Common Shiner,2,2016,5,21,Insectivores,14
457,Low10,42.286124,-83.48359,2016-05-21,Common Shiner,2,2016,5,21,Lithophilic,14
458,LR-10,42.298506,-83.305839,2016-06-03,Common Shiner,4,2016,6,3,Insectivores,14
459,LR-10,42.298506,-83.305839,2016-06-03,Common Shiner,4,2016,6,3,Lithophilic,14
460,LR-11A,42.3125679,-83.2415233,2016-06-03,Common Shiner,1,2016,6,3,Insectivores,20
461,LR-11A,42.3125679,-83.2415233,2016-06-03,Common Shiner,1,2016,6,3,Lithophilic,20
462,MR-17,42.370466,-83.437574,2016-06-16,Common Shiner,1,2016,6,16,Insectivores,11
463,MR-17,42.370466,-83.437574,2016-06-16,Common Shiner,1,2016,6,16,Lithophilic,11
464,MR-4,42.36445,-83.40406,2016-06-16,Common Shiner,1,2016,6,16,Insectivores,7
465,MR-4,42.36445,-83.40406,2016-06-16,Common Shiner,1,2016,6,16,Lithophilic,7
466,MR-8,42.34893,-83.31455,2016-06-17,Common Shiner,6,2016,6,17,Insectivores,9
467,MR-8,42.34893,-83.31455,2016-06-17,Common Shiner,6,2016,6,17,Lithophilic,9
468,MR-9,42.34732,-83.29135,2016-06-17,Common Shiner,3,2016,6,17,Insectivores,9
469,MR-9,42.34732,-83.29135,2016-06-17,Common Shiner,3,2016,6,17,Lithophilic,9
470,MR-13,42.34432,-83.26865,2016-06-24,Common Shiner,2,2016,6,24,Insectivores,7
471,MR-13,42.34432,-83.26865,2016-06-24,Common Shiner,2,2016,6,24,Lithophilic,7
472,MR-15,42.3306,-83.2483,2016-06-24,Common Shiner,1,2016,6,24,Insectivores,6
473,MR-15,42.3306,-83.2483,2016-06-24,Common Shiner,1,2016,6,24,Lithophilic,6
474,Low4,42.2866039,-83.4756605,2016-08-12,Common Shiner,6,2016,8,12,Insectivores,13
475,Low4,42.2866039,-83.4756605,2016-08-12,Common Shiner,6,2016,8,12,Lithophilic,13
476,LR-2,42.281962,-83.503009,2016-08-12,Common Shiner,5,2016,8,12,Insectivores,15
477,LR-2,42.281962,-83.503009,2016-08-12,Common Shiner,5,2016,8,12,Lithophilic,15
478,Fowl5,42.2802935,-83.5254264,2016-08-22,Common Shiner,2,2016,8,22,Insectivores,11
479,Fowl5,42.2802935,-83.5254264,2016-08-22,Common Shiner,2,2016,8,22,Lithophilic,11
480,LR-1,42.280425,-83.42027,2016-08-25,Common Shiner,20,2016,8,25,Insectivores,12
481,LR-1,42.280425,-83.42027,2016-08-25,Common Shiner,20,2016,8,25,Lithophilic,12
482,LR-5,42.300561,-83.4374797,2016-08-25,Common Shiner,1,2016,8,25,Insectivores,11
483,LR-5,42.300561,-83.4374797,2016-08-25,Common Shiner,1,2016,8,25,Lithophilic,11
484,LR-10,42.298506,-83.305839,2016-08-26,Common Shiner,12,2016,8,26,Insectivores,14
485,LR-10,42.298506,-83.305839,2016-08-26,Common Shiner,12,2016,8,26,Lithophilic,14
486,LR-11A,42.3125679,-83.2415233,2016-08-26,Common Shiner,3,2016,8,26,Insectivores,20
487,LR-11A,42.3125679,-83.2415233,2016-08-26,Common Shiner,3,2016,8,26,Lithophilic,20
488,Low8,42.285374,-83.388726,2016-08-27,Common Shiner,2,2016,8,27,Insectivores,13
489,Low8,42.285374,-83.388726,2016-08-27,Common Shiner,2,2016,8,27,Lithophilic,13
490,MN-7,42.348736,-83.24721,2016-09-15,Common Shiner,1,2016,9,15,Insectivores,5
491,MN-7,42.348736,-83.24721,2016-09-15,Common Shiner,1,2016,9,15,Lithophilic,5
492,Bell4,42.40327,-83.36237,2016-09-16,Common Shiner,1,2016,9,16,Insectivores,10
493,Bell4,42.40327,-83.36237,2016-09-16,Common Shiner,1,2016,9,16,Lithophilic,10
494,UR-2,42.401803,-83.310759,2016-09-16,Common Shiner,1,2016,9,16,Insectivores,6
495,UR-2,42.401803,-83.310759,2016-09-16,Common Shiner,1,2016,9,16,Lithophilic,6
496,Tar2,42.441084,-83.38423,2016-09-22,Common Shiner,1,2016,9,22,Insectivores,11
497,Tar2,42.441084,-83.38423,2016-09-22,Common Shiner,1,2016,9,22,Lithophilic,11
498,Up3,42.43659,-83.32475,2016-09-22,Common Shiner,1,2016,9,22,Insectivores,7
499,Up3,42.43659,-83.32475,2016-09-22,Common Shiner,1,2016,9,22,Lithophilic,7
500,UR-1,42.4111,-83.3029,2016-09-22,Common Shiner,1,2016,9,22,Insectivores,10
501,UR-1,42.4111,-83.3029,2016-09-22,Common Shiner,1,2016,9,22,Lithophilic,10
502,Main11,42.554445,-83.226312,2016-09-28,Common Shiner,1,2016,9,28,Insectivores,9
503,Main11,42.554445,-83.226312,2016-09-28,Common Shiner,1,2016,9,28,Lithophilic,9
504,Evan2,42.472955,-83.247905,2016-10-06,Common Shiner,2,2016,10,6,Insectivores,6
505,Evan2,42.472955,-83.247905,2016-10-06,Common Shiner,2,2016,10,6,Lithophilic,6
506,Rav,42.47027,-83.33097,2016-10-06,Common Shiner,2,2016,10,6,Insectivores,8
507,Rav,42.47027,-83.33097,2016-10-06,Common Shiner,2,2016,10,6,Lithophilic,8
508,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,5,2016,10,10,Insectivores,8
509,MN-5,42.443614,-83.284906,2016-10-10,Common Shiner,5,2016,10,10,Lithophilic,8
510,Main13,42.59005,-83.18976,2016-09-23,Hornyhead Chub,2,2016,9,23,,11
511,See3,42.51073,-83.4304,2012-05-18,Golden Shiner,1,2012,5,18,Omnivores,13
512,See3,42.51073,-83.4304,2012-05-18,Golden Shiner,1,2012,5,18,Tolerant,13
513,Min4,42.526938,-83.421444,2012-05-15,Golden Shiner,1,2012,5,15,Omnivores,11
514,Min4,42.526938,-83.421444,2012-05-15,Golden Shiner,1,2012,5,15,Tolerant,11
515,John7,42.3985716,-83.5279588,2012-05-25,Golden Shiner,1,2012,5,25,Omnivores,14
516,John7,42.3985716,-83.5279588,2012-05-25,Golden Shiner,1,2012,5,25,Tolerant,14
517,Min3,42.500565,-83.37127,2012-05-17,Golden Shiner,1,2012,5,17,Omnivores,9
518,Min3,42.500565,-83.37127,2012-05-17,Golden Shiner,1,2012,5,17,Tolerant,9
519,LR-2,42.281962,-83.503009,2013-05-10,Golden Shiner,3,2013,5,10,Omnivores,14
520,LR-2,42.281962,-83.503009,2013-05-10,Golden Shiner,3,2013,5,10,Tolerant,14
521,Low7,42.283278,-83.397352,2016-08-27,Golden Shiner,1,2016,8,27,Omnivores,13
522,Low7,42.283278,-83.397352,2016-08-27,Golden Shiner,1,2016,8,27,Tolerant,13
523,Main8,42.29352,-83.14873,2012-06-15,Golden Shiner,2,2012,6,15,Omnivores,16
524,Main8,42.29352,-83.14873,2012-06-15,Golden Shiner,2,2012,6,15,Tolerant,16
525,Main10,42.312949,-83.232347,2013-06-21,Golden Shiner,1,2013,6,21,Omnivores,19
526,Main10,42.312949,-83.232347,2013-06-21,Golden Shiner,1,2013,6,21,Tolerant,19
527,LR-11A,42.3125679,-83.2415233,2014-06-27,Golden Shiner,1,2014,6,27,Omnivores,17
528,LR-11A,42.3125679,-83.2415233,2014-06-27,Golden Shiner,1,2014,6,27,Tolerant,17
529,Main10,42.312949,-83.232347,2014-09-26,Golden Shiner,1,2014,9,26,Omnivores,16
530,Main10,42.312949,-83.232347,2014-09-26,Golden Shiner,1,2014,9,26,Tolerant,16
531,Wall1,42.44957,-83.46525,2015-09-11,Golden Shiner,1,2015,9,11,Omnivores,13
532,Wall1,42.44957,-83.46525,2015-09-11,Golden Shiner,1,2015,9,11,Tolerant,13
533,MR-9,42.34732,-83.29135,2016-06-17,Golden Shiner,1,2016,6,17,Omnivores,9
534,MR-9,42.34732,-83.29135,2016-06-17,Golden Shiner,1,2016,6,17,Tolerant,9
535,LR-2,42.281962,-83.503009,2016-08-12,Golden Shiner,1,2016,8,12,Omnivores,15
536,LR-2,42.281962,-83.503009,2016-08-12,Golden Shiner,1,2016,8,12,Tolerant,15
537,Low6,42.282611,-83.407008,2016-08-25,Golden Shiner,1,2016,8,25,Omnivores,13
538,Low6,42.282611,-83.407008,2016-08-25,Golden Shiner,1,2016,8,25,Tolerant,13
539,LR-1,42.280425,-83.42027,2016-08-25,Golden Shiner,2,2016,8,25,Omnivores,12
540,LR-1,42.280425,-83.42027,2016-08-25,Golden Shiner,2,2016,8,25,Tolerant,12
541,LR-5,42.300561,-83.4374797,2016-08-25,Golden Shiner,1,2016,8,25,Omnivores,11
542,LR-5,42.300561,-83.4374797,2016-08-25,Golden Shiner,1,2016,8,25,Tolerant,11
543,Tar2,42.441084,-83.38423,2016-09-22,Golden Shiner,1,2016,9,22,Omnivores,11
544,Tar2,42.441084,-83.38423,2016-09-22,Golden Shiner,1,2016,9,22,Tolerant,11
545,LR-12,42.282317,-83.466103,2015-09-12,Emerald Shiner,1,2015,9,12,Insectivores,19
546,LR-2,42.281962,-83.503009,2013-05-10,Emerald Shiner,1,2013,5,10,Insectivores,14
547,LR-11,42.309888,-83.24854,2013-06-21,Emerald Shiner,10,2013,6,21,Insectivores,10
548,LR-12,42.282317,-83.466103,2016-08-13,Emerald Shiner,2,2016,8,13,Insectivores,17
549,Low8,42.285374,-83.388726,2014-08-23,Emerald Shiner,2,2014,8,23,Insectivores,13
550,Main10,42.312949,-83.232347,2011-08-29,Emerald Shiner,150,2011,8,29,Insectivores,9
551,Main10,42.312949,-83.232347,2013-06-21,Emerald Shiner,76,2013,6,21,Insectivores,19
552,Main10,42.312949,-83.232347,2013-09-07,Emerald Shiner,43,2013,9,7,Insectivores,19
553,LR-11A,42.3125679,-83.2415233,2014-06-27,Emerald Shiner,38,2014,6,27,Insectivores,17
554,Main10,42.312949,-83.232347,2014-07-21,Emerald Shiner,14,2014,7,21,Insectivores,16
555,LR-11A,42.3125679,-83.2415233,2014-09-20,Emerald Shiner,12,2014,9,20,Insectivores,17
556,Main10,42.312949,-83.232347,2014-09-26,Emerald Shiner,34,2014,9,26,Insectivores,16
557,LR-11A,42.3125679,-83.2415233,2015-05-01,Emerald Shiner,281,2015,5,1,Insectivores,17
558,LR-11A,42.3125679,-83.2415233,2015-08-22,Emerald Shiner,25,2015,8,22,Insectivores,17
559,LR-11A,42.3125679,-83.2415233,2016-06-03,Emerald Shiner,39,2016,6,3,Insectivores,20
560,Low6,42.282611,-83.407008,2016-08-25,Emerald Shiner,3,2016,8,25,Insectivores,13
